Text;Emotion;Translated_Text
i feel so heartless right now;anger;i merasa begitu tak berperasaan sekarang
i get a feeling that why did i pay for getting so fucked;anger;Aku punya perasaan bahwa mengapa aku membayar untuk mendapatkan begitu kacau
i feel very happy to have inspired is my little sis love of reading and writing;joy;i merasa sangat senang telah terinspirasi adalah adik saya cinta membaca dan menulis
i was quite the outsider due to my british mentality and feeling embarrassed that my european and north american high school teachers knew more about my culture than i did i felt the desire to change that fact;sadness;i cukup orang luar karena mental Inggris saya dan merasa malu bahwa saya european dan Amerika Utara guru SMA tahu lebih banyak tentang budaya saya daripada saya merasa keinginan untuk mengubah fakta
i feel having to work with a useless good for nothing like you;sadness;i merasa harus bekerja dengan berguna baik untuk apa-apa seperti Anda
i feel all gloomy and i hate it;sadness;aku merasa murung dan aku benci itu
insulted by disgusting people;anger;dihina oleh orang-orang menjijikkan
i feel like my meds arent working correctly and idk its weird;fear;aku merasa seperti obatku tidak bekerja dengan benar dan hidk anehnya
i will always wake up feeling miserable and heartbroken;sadness;i akan selalu bangun merasa sengsara dan patah hati
i feel very contented whenever i think of this because the thought of having good school mates seniors and batchmates makes me feel somewhat rather comforted;joy;i merasa sangat puas setiap kali saya memikirkan hal ini karena memikirkan memiliki pasangan sekolah yang baik senior dan batchmates membuat saya merasa agak terhibur
i looked at what had happened to us in two generations and looked at what hadn t happened to them in two or three and instead of feeling outraged by their history of aggression i felt privileged by it;anger;saya melihat apa yang telah terjadi pada kita dalam dua generasi dan melihat apa yang telah terjadi pada mereka dalam dua atau tiga dan bukannya merasa marah oleh sejarah mereka agresi saya merasa istimewa oleh itu
i feel in me sparkle sweet passion aretha love all the hurt away jump to it the jamaica world music festival greatest hits whos zooming who aretha i knew you were waiting for me feat;joy;i feel in me sparkle sweet passion aretha love all the hurt away jump to it the jamaica world music festival terbesar siapa zooming whos zooming who aretha i knew you were waiting for me feat
i was feeling quite apprehensive about my wig as i felt that it wasnt as full as id hoped it would be however id taken into account my models beautiful long hair;fear;i was feeI cukup khawatir tentang wig saya karena saya merasa bahwa itu wasnt sebagai penuh sebagai id berharap akan Namun id diambil ke account model saya rambut panjang yang indah
i am not able to show that directly and so i feel suffocated and irritated;anger;saya tidak bisa menunjukkan secara langsung dan jadi saya merasa tercekik dan jengkel
i spent a few hours listening to the thundershowers and feeling that gorgeous cool summer storm air across my ginormous pregnant self;joy;i menghabiskan beberapa jam mendengarkan halilintar dan merasa bahwa cantik dingin musim panas udara badai di diriku hamil raksasa
i also feel angry and mad and bitter because we nor anyone should have to do it;anger;saya juga merasa marah dan marah dan pahit karena kita tidak ada yang harus melakukannya
i have paused on purpose that i must step back and recognize why im walking around feeling discontent and then make the needed adjustments;sadness;i telah berhenti pada tujuan bahwa saya harus mundur dan mengakui mengapa saya berjalan sekitar merasa tidak puas dan kemudian membuat penyesuaian yang diperlukan
i feel wonderful earley said;joy;i feel wonderful earley said
i don t feel like there was a part before the race where i was stressed out;anger;saya tidak merasa seperti ada bagian sebelum balapan di mana saya stres
i feel alan clay who is rather pathetic has a huge mass on the back of his neck that he is convinced is cancer;sadness;i merasa tanah liat Alan yang agak menyedihkan memiliki massa besar di bagian belakang lehernya bahwa ia yakin adalah kanker
i begin to feel embarrassed about the way i acted and sometimes i just feel downright unloveable;sadness;saya mulai merasa malu tentang cara saya bertindak dan kadang-kadang saya hanya merasa benar-benar tidak layak dicintai
i feel very suspicious of all of them;fear;i merasa sangat curiga dari mereka semua
i took a shower and feel a little more relaxed but the pain is coming and going here and there;joy;i mandi dan merasa sedikit lebih santai tapi rasa sakit akan datang dan pergi di sini dan di sana
i threw myself at him after all feeling genuinely pleased for him;joy;aku melemparkan diriku padanya setelah semua merasa benar-benar senang untuknya
i feel that the very foundations of my faith have been shaken to the core;fear;i feel that the very foundation of my faith have been shakeed to the lure
i know he loves me and showers me with graces so i never need to feel unloved rejected or a lack of anything not time or things or money;sadness;aku tahu dia mencintaiku dan menghujaniku dengan rahmat jadi aku tidak perlu merasa tidak dicintai ditolak atau kekurangan apa pun tidak waktu atau hal-hal atau uang
i feel like maybe everything is resolved for once and all and i can get on to living my life after almost years;joy;i merasa mungkin semuanya diselesaikan untuk sekali dan semua dan saya bisa melanjutkan hidup saya setelah hampir bertahun-tahun
i feel determined this time though;joy;saya merasa ditentukan saat ini meskipun
i feel invigorated and ready to go;joy;aku merasa segar dan siap untuk pergi
i was feeling especially ungrateful its just that i had no alone time to post anything;sadness;aku merasa sangat tidak tahu berterima kasih hanya saja aku tidak punya waktu sendiri untuk posting apa-apa
i feel theyre getting too popular in the club pop scene leading to less effort on some of their songs;joy;i feel theyre getting too pop pop pop scene leading to less effort on some of their songs
i was feeling really emotionally distraught and unable to concentrate;fear;i merasa benar-benar emosional bingung dan tidak bisa berkonsentrasi
i always feel a bit naughty on mondays;love;saya selalu merasa sedikit nakal pada Senin
i feel frustrated irritable even;anger;i merasa frustrasi marah bahkan
i mention how you exfoliate at the same time save loads of money and feel divine;joy;Saya menyebutkan bagaimana Anda melepaskan diri pada saat yang sama menyimpan banyak uang dan merasa ilahi
i dun feel happy;joy;aku tidak merasa bahagia
i was th in each age group this race has awesome custom horse trophies designed to mimic giant painted horses throughout the town see example below so now i feel determined to come back next year and try again;joy;i adalah th di setiap kelompok usia lomba ini memiliki khusus mengagumkan piala kuda dirancang untuk meniru raksasa kuda dicat di seluruh kota melihat contoh di bawah jadi sekarang saya merasa bertekad untuk kembali tahun depan dan mencoba lagi
my boyfriend with whom i had a longlasting relationship;sadness;pacar saya dengan siapa saya memiliki hubungan yang panjang abadi
i remember that i get those feelings back the thrilled and humbled and blessed and energized ones;joy;i remember that i get those feelings back the thrilled and lowly and blessed and energid ones
i have keep posting up sleeping pictures when i was feeling exhausted like as of right now especially after lunch getting stuck in the office in midst of the rain nice air conditioning;sadness;i telah terus posting tidur gambar ketika saya merasa lelah seperti sekarang terutama setelah makan siang terjebak di kantor di tengah-tengah hujan AC yang bagus
i feel like i get blank stares;sadness;i feel like i get blank stares
i do i feel like i just make him mad or upset and he doesn t talk to me;anger;i do i feel like i just make him mad or upset and he doesnt talk to me
i see in the underground in paris at night make me feel reassured;joy;Saya melihat di bawah tanah di paris di malam hari membuat saya merasa yakin
i feel a violent urge to vomit and back out of the room;anger;i merasa dorongan kekerasan untuk muntah dan kembali keluar dari ruangan
i feel so heartless sometimes because i do not have the ability to mourn for the lost of someone relating to my past grandparents;anger;aku merasa tidak berperasaan kadang-kadang karena aku tidak memiliki kemampuan untuk berkabung untuk kehilangan seseorang yang berhubungan dengan kakek-nenek masa laluku
i was feeling like amy winehouse and planning my own trip to the betty ford clinic upon my less than triumphant return to australia;joy;i merasa seperti amy winehouse dan merencanakan perjalanan saya sendiri ke klinik Forty ford pada saya kurang dari kemenangan kembali ke australia
i do my best at making sure my husband feels loved important and cared for with my whole heart;love;saya melakukan yang terbaik untuk memastikan suami saya merasa dicintai penting dan dirawat dengan segenap hati saya
i am feeling quite disheartened;sadness;aku merasa sangat kecewa
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will;fear;i meraih tangan Anda merasa kehangatan merasakan koneksi misterius aneh laut yang lebih besar kehidupan erat bersama dan mengapung oleh gelombang cinta harapan dan sukacita menyerah kepada gelombang transenden yang lebih besar membiarkan itu membawa saya di mana pun akan
